***2017

,,,,,,,,,,,
Plains,8022,7,8015,1772,860,1557,758,666,263,2139,20640
Iowa,8628,--    ,8628,1875,1133,1574,1046,687,211,2101,3066
Kansas,8003,2,8001,1833,992,1243,932,612,256,2134,2869
Minnesota,8840,--    ,8840,1868,824,2222,569,686,309,2362,5346
Missouri,6939,14,6925,1574,602,1289,809,528,277,1846,6010
Nebraska,7875,26,7849,1945,1010,1184,746,624,226,2114,1841
North Dakota,9457,--    ,9457,1801,1291,1404,278,1424,232,3028,685
South Dakota,7553,--    ,7553,1584,816,1181,347,1116,198,2310,823
,,,,,,,,,,,
Southeast,7290,0,7290,1552,724,1318,835,432,275,2153,79239
Alabama,7410,--    ,7410,1574,1035,1236,1204,456,242,1663,4799
Arkansas,7063,0,7063,1824,822,1531,458,470,189,1770,2940
Florida,7174,--    ,7174,1378,501,1233,697,429,385,2553,19093
Georgia,6581,--    ,6581,1722,640,1032,732,296,236,1921,9802
Kentucky,7392,0,7392,1546,864,1655,607,511,159,2050,4369
Louisiana,9404,--    ,9404,1787,686,1403,1209,658,333,3329,4575
Mississippi,8016,--    ,8016,1436,870,1739,1261,568,222,1920,2978
North Carolina,6992,--    ,6992,1360,962,1180,1067,397,247,1780,9657
South Carolina,7567,--    ,7567,1625,719,1418,1311,330,228,1936,4671
Tennessee,6589,1,6588,1403,520,1572,682,370,267,1774,6397
Virginia,7551,0,7551,1812,878,1255,633,447,251,2275,8100
West Virginia,7785,--    ,7785,1786,855,1744,378,702,192,2127,1856
,,,,,,,,,,,
Southwest,7193,2,7192,1688,911,1313,630,448,273,1928,37988
Arizona,6601,--    ,6601,1246,708,1422,453,383,327,2062,6473
New Mexico,9151,--    ,9151,1743,1150,2130,801,570,310,2447,2080
Oklahoma,6833,15,6818,1428,887,1435,531,639,240,1659,3788
Texas,7237,--    ,7237,1833,946,1202,676,427,262,1891,25646
,,,,,,,,,,,
Rocky Mountain,7764,2,7762,1573,938,1099,717,620,284,2531,11084
Colorado,7725,1,7724,1598,883,963,737,473,316,2753,5122
Idaho,6592,0,6592,1199,683,1395,655,633,244,1784,1584
Montana,8149,0,8149,1626,799,1417,406,900,268,2731,997
Utah,7245,--    ,7245,1451,1176,1017,539,656,234,2171,2814
Wyoming,13301,38,13263,2892,1208,1346,2149,1233,386,4048,567
,,,,,,,,,,,
Far West [2],9102,57,9045,1666,901,1656,878,438,373,3133,51048
California,9456,77,9379,1689,921,1798,887,395,403,3287,37642
Nevada,6904,0,6904,1479,473,865,493,518,419,2656,2713
Oregon,8198,--    ,8198,1555,1065,1469,786,523,285,2516,3872
Washington,8534,1,8533,1674,869,1298,1036,596,238,2821,6822
,,,,,,,,,,,
Alaska,17565,--    ,17565,3394,1114,2572,865,2331,451,6838,722
Hawaii,8850,0,8849,1406,951,1557,948,409,280,3299,1379

***2010

United States ,8219,14,8205,1854,787,1475,735,504,310,2540,309326
,,,,,,,,,,,
New England,8869,21,8848,2099,652,1921,444,456,286,2989,14470
Connecticut,8973,17,8956,2398,676,1566,604,446,292,2975,3579
Maine,8290,4,8285,1805,563,2206,484,630,192,2405,1328
Massachusetts,9174,32,9142,1997,632,2064,458,386,297,3308,6566
New Hampshire,7560,--    ,7560,1991,613,1557,132,575,273,2419,1317
Rhode Island,8625,21,8603,2073,573,2142,248,309,349,2909,1054
Vermont,9470,0,9470,2355,1139,2247,299,874,255,2300,626
,,,,,,,,,,,
Mideast,10155,18,10137,2514,698,2094,746,572,376,3135,48204
Delaware,9342,1,9341,1860,1141,1834,521,752,316,2917,900
District of Columbia,17817,--    ,17817,3676,258,4428,1024,930,940,6561,605
Maryland,8596,--    ,8596,2097,925,1558,372,538,360,2747,5789
New Jersey,9398,--    ,9398,2810,629,1590,492,456,373,3048,8800
New York,11975,36,11938,2877,674,2525,1119,549,452,3743,19400
Pennsylvania,8303,12,8291,1937,670,1935,528,674,249,2298,12711
,,,,,,,,,,,
Great Lakes,7739,2,7737,1829,819,1424,617,498,285,2265,46439
Illinois,7981,0,7981,1908,674,1323,447,640,359,2630,12841
Indiana,7033,5,7029,1558,839,1261,660,420,197,2092,6490
Michigan,7477,3,7474,1815,1022,1306,769,374,242,1946,9878
Ohio,7894,1,7893,1892,712,1603,695,417,279,2295,11539
Wisconsin,8139,--    ,8139,1861,991,1682,530,641,301,2131,5690
,,,,,,,,,,,
Plains,7992,6,7986,1794,848,1526,743,676,264,2135,20536
Iowa,8412,--    ,8412,1846,1063,1508,1054,756,206,1980,3051
Kansas,7988,0,7987,1943,952,1181,851,599,256,2205,2858
Minnesota,8861,--    ,8861,1868,824,2212,559,719,318,2361,5311
Missouri,6992,15,6977,1627,616,1235,803,529,275,1893,5996
Nebraska,7941,22,7920,1935,1010,1284,741,673,222,2055,1830
North Dakota,9027,--    ,9027,1768,1285,1310,295,1258,219,2892,675
South Dakota,7391,--    ,7391,1517,834,1206,335,966,202,2331,816
,,,,,,,,,,,
Southeast,7257,0,7256,1586,700,1272,827,435,274,2162,78571
Alabama,7441,--    ,7441,1608,993,1258,1200,443,242,1696,4785
Arkansas,6704,0,6704,1787,789,1470,433,441,185,1599,2922
Florida,7270,--    ,7270,1408,484,1177,697,466,394,2644,18846
Georgia,6579,--    ,6579,1802,564,999,709,356,232,1917,9712
Kentucky,7305,0,7305,1518,859,1631,609,521,160,2007,4348
Louisiana,9488,--    ,9488,1767,697,1407,1229,637,319,3432,4545
Mississippi,7970,--    ,7970,1492,899,1659,1238,571,216,1895,2971
North Carolina,6916,--    ,6916,1426,926,1168,1046,353,243,1754,9574
South Carolina,7595,--    ,7595,1710,694,1340,1277,349,223,2002,4636
Tennessee,6431,1,6429,1388,526,1480,688,354,264,1730,6355
Virginia,7412,0,7412,1868,851,1188,629,397,248,2232,8024
West Virginia,7406,--    ,7406,1733,816,1621,373,668,184,2011,1854
,,,,,,,,,,,
Southwest,7258,2,7257,1779,909,1256,622,440,273,1979,37475
Arizona,6713,--    ,6713,1300,688,1327,490,413,334,2161,6408
New Mexico,9437,--    ,9437,1816,1180,2176,816,598,315,2536,2065
Oklahoma,7023,16,7007,1571,988,1436,496,591,228,1698,3760
Texas,7254,--    ,7254,1928,931,1136,658,411,261,1928,25243
,,,,,,,,,,,
Rocky Mountain,7717,3,7715,1618,912,998,727,648,282,2530,10950
Colorado,7656,1,7655,1664,857,846,733,500,313,2742,5048
Idaho,6620,0,6620,1294,702,1156,730,619,238,1881,1571
Montana,8165,0,8165,1626,820,1344,390,939,260,2785,991
Utah,7114,--    ,7114,1438,1106,992,554,689,233,2101,2775
Wyoming,13505,45,13459,2981,1185,1341,2100,1347,400,4106,564
,,,,,,,,,,,
Far West [2],8880,57,8823,1715,871,1348,849,484,382,3175,50604
California,9165,77,9088,1750,891,1400,857,445,415,3330,37321
Nevada,7018,1,7017,1480,485,812,490,538,420,2792,2702
Oregon,8114,--    ,8114,1588,1014,1321,741,556,291,2602,3838
Washington,8487,1,8486,1685,829,1292,1007,641,234,2797,6743
,,,,,,,,,,,
Alaska,17730,--    ,17730,3398,1018,2480,799,2430,463,7142,714
Hawaii,8946,0,8945,1536,800,1491,892,549,282,3395,1364

***2009

United States ,8152,16,8136,1884,765,1410,728,503,310,2538,306772
,,,,,,,,,,,
New England,8789,17,8772,2092,656,1864,461,436,276,2986,14404
Connecticut,8998,--    ,8998,2403,702,1587,633,413,277,2982,3562
Maine,8180,10,8170,1772,578,2148,543,581,184,2364,1330
Massachusetts,9160,31,9129,2008,627,1988,465,395,298,3348,6518
New Hampshire,7090,--    ,7090,1924,623,1460,142,518,249,2174,1316
Rhode Island,8489,24,8465,2058,547,2002,246,277,314,3022,1054
Vermont,9112,0,9112,2284,1115,2177,308,782,239,2207,625
,,,,,,,,,,,
Mideast,9862,18,9845,2462,694,1945,757,557,369,3061,47944
Delaware,9191,1,9190,1917,1082,1691,528,717,319,2937,892
District of Columbia,17118,--    ,17118,3520,224,4317,1137,681,967,6272,592
Maryland,8415,--    ,8415,2055,864,1470,412,524,357,2733,5730
New Jersey,9325,--    ,9325,2807,635,1524,477,425,372,3085,8756
New York,11550,36,11514,2787,692,2312,1120,535,436,3633,19307
Pennsylvania,8024,12,8011,1901,654,1799,553,679,246,2179,12667
,,,,,,,,,,,
Great Lakes,7637,1,7636,1828,773,1394,604,495,285,2257,46356
Illinois,7946,0,7946,1937,645,1367,439,592,356,2610,12797
Indiana,7053,2,7051,1531,830,1220,664,455,187,2164,6459
Michigan,7350,3,7347,1823,918,1263,735,399,248,1961,9902
Ohio,7738,1,7736,1872,691,1550,683,428,287,2226,11529
Wisconsin,7901,--    ,7901,1837,914,1564,520,622,299,2145,5669
,,,,,,,,,,,
Plains,7921,4,7917,1811,860,1448,737,656,264,2141,20393
Iowa,8289,--    ,8289,1790,1117,1390,1093,692,206,2001,3033
Kansas,8040,0,8040,1917,970,1170,829,666,248,2240,2833
Minnesota,8874,--    ,8874,1992,845,2079,601,670,333,2354,5281
Missouri,6932,8,6924,1653,630,1176,759,525,272,1910,5961
Nebraska,7827,18,7808,1890,1006,1237,711,698,210,2057,1813
North Dakota,8238,--    ,8238,1611,1161,1293,152,1056,216,2749,665
South Dakota,7130,--    ,7130,1497,740,1116,338,930,190,2320,807
,,,,,,,,,,,
Southeast,7252,0,7252,1631,696,1201,798,461,275,2190,77815
Alabama,7371,--    ,7371,1658,1008,1145,1090,484,246,1739,4758
Arkansas,6247,0,6247,1639,787,1325,434,434,179,1450,2897
Florida,7421,--    ,7421,1507,479,1066,697,527,397,2748,18653
Georgia,6679,--    ,6679,1936,581,1005,651,340,233,1934,9621
Kentucky,7042,0,7042,1461,819,1570,625,499,158,1911,4317
Louisiana,9551,--    ,9551,1772,753,1352,1192,785,316,3380,4492
Mississippi,7836,--    ,7836,1514,870,1645,1185,530,221,1871,2959
North Carolina,6963,--    ,6963,1527,861,1169,991,348,237,1831,9450
South Carolina,7550,--    ,7550,1784,705,1310,1180,293,221,2057,4590
Tennessee,6385,--    ,6385,1372,527,1318,749,415,254,1749,6306
Virginia,7334,0,7334,1851,871,1098,587,432,259,2235,7926
West Virginia,7107,--    ,7107,1569,788,1531,374,695,194,1957,1848
,,,,,,,,,,,
Southwest,7108,1,7107,1811,824,1175,588,468,270,1970,36899
Arizona,6905,--    ,6905,1433,669,1265,455,475,349,2258,6343
New Mexico,9272,--    ,9272,1911,1187,1951,774,692,312,2445,2037
Oklahoma,6882,13,6869,1575,881,1373,521,569,222,1727,3718
Texas,7017,--    ,7017,1934,826,1059,617,433,254,1893,24802
,,,,,,,,,,,
Rocky Mountain,7647,0,7647,1647,927,974,714,614,283,2486,10794
Colorado,7548,1,7548,1652,834,843,708,508,312,2690,4972
Idaho,6603,0,6603,1296,722,1152,685,570,235,1943,1554
Montana,7609,0,7609,1620,841,1294,346,848,251,2409,984
Utah,7258,--    ,7258,1583,1183,929,562,607,241,2154,2723
Wyoming,13380,0,13379,2942,1228,1305,2234,1301,433,3937,560
,,,,,,,,,,,
Far West [2],9000,72,8928,1830,840,1347,871,457,392,3191,50122
California,9316,98,9219,1873,839,1418,895,412,428,3354,36961
Nevada,6993,1,6992,1596,500,793,514,638,429,2521,2685
Oregon,8028,--    ,8028,1688,998,1227,666,485,304,2660,3809
Washington,8612,1,8612,1767,893,1246,1000,616,232,2858,6667
,,,,,,,,,,,
Alaska,18558,--    ,18558,3459,1029,2175,973,2441,433,8047,699
Hawaii,9353,0,9353,1745,854,1350,971,508,274,3652,1347

***2008

United States ,7913,16,7897,1860,733,1329,690,506,294,2484,304094
,,,,,,,,,,,
New England,8436,17,8420,2021,623,1752,454,439,268,2863,14340
Connecticut,8600,--    ,8600,2307,647,1462,607,377,282,2918,3546
Maine,7773,10,7763,1712,572,1883,554,535,175,2331,1331
Massachusetts,8777,30,8746,1931,584,1914,454,443,285,3136,6469
New Hampshire,6781,--    ,6781,1895,621,1244,161,492,241,2127,1316
Rhode Island,8513,27,8486,2053,554,2041,260,289,301,2989,1055
Vermont,8759,0,8759,2216,1114,2010,307,698,223,2192,624
,,,,,,,,,,,
Mideast,9498,17,9481,2399,637,1863,678,520,353,3031,47685
Delaware,9137,1,9136,1945,1092,1632,544,662,320,2941,884
District of Columbia,18416,--    ,18416,3616,222,4160,1371,707,1018,7322,580
Maryland,8035,--    ,8035,2054,860,1291,390,507,323,2610,5685
New Jersey,9052,--    ,9052,2760,604,1449,472,431,354,2982,8711
New York,11089,33,11056,2664,601,2287,940,505,425,3634,19212
Pennsylvania,7655,12,7643,1879,600,1670,528,593,227,2146,12612
,,,,,,,,,,,
Great Lakes,7376,0,7376,1769,765,1307,576,467,271,2221,46275
Illinois,7566,0,7566,1803,650,1274,427,537,332,2543,12747
Indiana,6859,--    ,6859,1507,761,1300,597,436,189,2069,6425
Michigan,7246,0,7246,1808,950,1161,691,372,244,2019,9947
Ohio,7494,1,7493,1835,678,1467,638,414,270,2192,11515
Wisconsin,7528,--    ,7528,1789,881,1326,555,622,275,2080,5641
,,,,,,,,,,,
Plains,7448,2,7446,1707,814,1344,681,628,243,2030,20249
Iowa,7635,--    ,7635,1721,1024,1289,960,605,203,1832,3017
Kansas,7499,0,7498,1694,899,1141,765,661,244,2094,2808
Minnesota,8412,--    ,8412,1851,790,1908,562,719,291,2289,5247
Missouri,6562,--    ,6562,1609,638,1069,699,476,240,1831,5924
Nebraska,7418,17,7400,1788,925,1189,717,632,226,1924,1796
North Dakota,7787,--    ,7787,1557,1161,1232,154,939,180,2563,658
South Dakota,6583,--    ,6583,1414,650,1025,318,875,176,2125,799
,,,,,,,,,,,
Southeast,7190,0,7190,1652,680,1143,784,477,262,2191,77058
Alabama,6888,--    ,6888,1659,982,968,1034,413,223,1609,4718
Arkansas,6228,0,6228,1550,753,1317,443,418,174,1572,2875
Florida,7549,--    ,7549,1645,455,1053,663,578,364,2791,18527
Georgia,6868,--    ,6868,1959,579,984,778,409,241,1917,9505
Kentucky,6929,1,6929,1476,799,1428,566,645,164,1851,4290
Louisiana,9555,--    ,9555,1693,765,1299,1108,670,300,3720,4436
Mississippi,7615,--    ,7615,1456,860,1440,1115,572,200,1971,2948
North Carolina,6716,--    ,6716,1447,840,1125,909,382,238,1775,9309
South Carolina,7425,--    ,7425,1750,728,1203,1249,310,216,1968,4529
Tennessee,6110,--    ,6110,1338,504,1311,749,323,236,1650,6247
Virginia,7308,0,7308,1945,848,1030,577,453,256,2199,7833
West Virginia,6718,--    ,6718,1529,759,1383,361,591,169,1926,1840
,,,,,,,,,,,
Southwest,6868,1,6867,1758,782,1059,569,565,252,1881,36269
Arizona,6886,--    ,6886,1462,677,1151,480,478,343,2295,6280
New Mexico,8750,--    ,8750,1769,1142,1827,714,595,300,2402,2011
Oklahoma,6565,12,6554,1522,850,1312,489,541,208,1632,3669
Texas,6753,--    ,6753,1869,769,934,593,588,232,1768,24309
,,,,,,,,,,,
Rocky Mountain,7379,0,7379,1664,879,930,643,578,261,2424,10610
Colorado,7326,1,7325,1727,779,859,593,480,290,2597,4890
Idaho,6316,0,6316,1257,711,1071,656,563,209,1850,1534
Montana,7439,0,7439,1572,856,1107,351,787,233,2533,976
Utah,7026,--    ,7026,1591,1109,852,541,536,239,2159,2663
Wyoming,12456,--    ,12456,2760,1166,1229,2080,1322,312,3587,546
,,,,,,,,,,,
Far West [2],8779,73,8706,1867,802,1272,826,461,376,3102,49589
California,9165,99,9066,1928,807,1350,858,427,412,3283,36604
Nevada,6870,0,6870,1746,537,688,507,546,406,2439,2654
Oregon,7480,--    ,7480,1622,867,1088,606,505,270,2521,3769
Washington,8142,1,8142,1712,848,1180,904,586,221,2691,6562
,,,,,,,,,,,
Alaska,16763,--    ,16763,3253,1004,2058,660,2213,381,7195,687
Hawaii,8926,0,8926,1689,906,1249,980,461,253,3390,1332

***2007

United States ,7502,16,7487,1776,677,1274,640,480,279,2361,301231
,,,,,,,,,,,
New England,8081,16,8065,1961,603,1700,396,394,261,2749,14279
Connecticut,8066,--    ,8066,2256,598,1352,558,343,259,2700,3527
Maine,7581,10,7570,1649,567,1852,474,548,175,2307,1327
Massachusetts,8487,30,8457,1877,576,1911,377,353,284,3079,6432
New Hampshire,6448,--    ,6448,1825,583,1178,149,472,225,2015,1313
Rhode Island,8099,26,8073,1961,534,1897,251,344,310,2778,1057
Vermont,8456,0,8455,2107,1141,1930,279,699,226,2073,623
,,,,,,,,,,,
Mideast,9063,17,9046,2282,588,1844,633,489,336,2874,47474
Delaware,8895,1,8894,1915,989,1509,518,551,357,3055,872
District of Columbia,14781,--    ,14781,2478,214,3780,926,182,871,6331,574
Maryland,7568,--    ,7568,1897,778,1244,376,488,314,2472,5653
New Jersey,8636,--    ,8636,2726,548,1387,441,405,352,2776,8678
New York,10695,33,10662,2506,571,2333,899,493,399,3461,19132
Pennsylvania,7294,13,7282,1824,544,1620,470,552,212,2059,12564
,,,,,,,,,,,
Great Lakes,7104,0,7104,1746,715,1239,546,450,259,2149,46188
Illinois,7186,0,7186,1693,604,1146,408,524,319,2491,12696
Indiana,6601,--    ,6601,1571,721,1123,582,381,175,2048,6380
Michigan,6968,--    ,6968,1894,844,1093,637,379,232,1889,10001
Ohio,7355,0,7355,1792,651,1491,632,409,257,2122,11500
Wisconsin,7217,--    ,7217,1701,860,1327,481,572,266,2009,5611
,,,,,,,,,,,
Plains,6993,1,6992,1623,740,1268,629,598,232,1901,20106
Iowa,7213,--    ,7213,1636,943,1203,878,621,196,1736,2999
Kansas,6956,0,6956,1609,861,1078,701,597,244,1867,2784
Minnesota,7863,--    ,7863,1778,704,1808,521,615,271,2166,5207
Missouri,6197,0,6197,1516,564,999,645,503,235,1734,5888
Nebraska,6994,16,6977,1699,837,1164,683,565,200,1829,1783
North Dakota,7215,--    ,7215,1488,1094,1132,150,905,159,2286,653
South Dakota,6301,--    ,6301,1344,588,970,300,924,173,2002,792
,,,,,,,,,,,
Southeast,6786,0,6786,1563,633,1102,709,484,246,2050,76123
Alabama,6593,--    ,6593,1524,921,1018,968,420,210,1530,4673
Arkansas,5975,0,5975,1538,725,1277,417,405,168,1444,2849
Florida,7118,--    ,7118,1590,443,1011,586,533,342,2614,18368
Georgia,6810,--    ,6810,1815,512,1004,720,689,228,1841,9350
Kentucky,6369,1,6368,1380,704,1354,491,554,148,1738,4257
Louisiana,7915,--    ,7915,1514,615,1109,824,506,277,3070,4376
Mississippi,7558,--    ,7558,1396,787,1379,1033,641,192,2129,2928
North Carolina,6393,--    ,6393,1381,826,1075,829,365,223,1694,9118
South Carolina,7008,--    ,7008,1688,670,1209,1127,313,203,1799,4444
Tennessee,5851,--    ,5851,1240,488,1233,735,370,220,1565,6176
Virginia,6856,0,6856,1834,770,991,555,387,246,2074,7751
West Virginia,6419,--    ,6419,1488,749,1319,344,574,147,1799,1834
,,,,,,,,,,,
Southwest,6333,1,6332,1635,703,970,527,489,242,1766,35624
Arizona,6365,--    ,6365,1380,636,1067,428,438,331,2084,6168
New Mexico,8139,--    ,8139,1623,985,1618,677,665,301,2270,1990
Oklahoma,6250,12,6238,1493,779,1216,464,478,197,1610,3634
Texas,6187,--    ,6187,1723,685,854,550,490,220,1665,23832
,,,,,,,,,,,
Rocky Mountain,6896,0,6895,1528,806,875,612,520,247,2307,10406
Colorado,6953,1,6952,1593,745,787,591,445,272,2519,4804
Idaho,5928,0,5928,1268,615,1005,628,519,199,1694,1505
Montana,6889,0,6889,1482,782,1046,325,756,213,2285,965
Utah,6447,--    ,6447,1360,996,839,512,450,223,2067,2598
Wyoming,11291,--    ,11291,2579,1005,1165,1763,1110,328,3341,535
,,,,,,,,,,,
Far West [2],8367,73,8294,1799,740,1195,788,437,351,2983,49035
California,8749,98,8651,1888,739,1264,819,391,382,3168,36250
Nevada,6624,2,6622,1589,533,720,487,688,378,2226,2601
Oregon,7085,--    ,7085,1451,800,1021,597,523,258,2435,3722
Washington,7659,1,7659,1589,793,1098,849,545,219,2566,6462
,,,,,,,,,,,
Alaska,15193,--    ,15193,2787,921,2097,606,2059,346,6377,680
Hawaii,8361,0,8361,1642,783,1154,840,385,232,3325,1316

***2006

United States ,7117,22,7096,1684,642,1231,600,457,263,2218,298380
,,,,,,,,,,,
New England,7742,28,7714,1862,587,1597,382,396,245,2644,14246
Connecticut,7818,13,7805,2078,602,1318,530,362,257,2658,3517
Maine,7531,17,7514,1605,540,1886,466,603,167,2247,1324
Massachusetts,8043,44,7999,1811,548,1711,368,338,261,2963,6410
New Hampshire,6231,7,6224,1748,582,1125,137,474,210,1948,1308
Rhode Island,7721,36,7685,1841,561,1948,261,372,269,2434,1063
Vermont,7869,11,7858,1998,1068,1789,234,610,218,1941,623
,,,,,,,,,,,
Mideast,8678,21,8657,2182,557,1805,591,468,328,2727,47334
Delaware,8697,7,8689,1881,1004,1445,466,721,333,2840,859
District of Columbia,14126,--    ,14126,2436,197,3226,1173,147,863,6085,571
Maryland,7004,6,6998,1728,720,1157,354,432,285,2323,5627
New Jersey,8436,6,8430,2700,566,1436,337,412,348,2631,8662
New York,10104,33,10071,2379,511,2260,837,456,397,3231,19105
Pennsylvania,7172,21,7151,1734,531,1619,482,539,203,2045,12511
,,,,,,,,,,,
Great Lakes,6774,6,6767,1669,688,1168,545,419,243,2037,46072
Illinois,6682,5,6677,1636,587,1063,390,425,299,2278,12644
Indiana,6322,5,6317,1543,683,1038,599,378,164,1912,6333
Michigan,6572,9,6564,1717,827,989,644,361,226,1801,10036
Ohio,7156,8,7148,1731,620,1450,634,404,234,2075,11481
Wisconsin,7070,5,7065,1674,810,1291,472,585,257,1977,5578
,,,,,,,,,,,
Plains,6651,14,6637,1538,706,1237,557,591,213,1796,19957
Iowa,6948,39,6909,1563,927,1183,791,624,191,1630,2983
Kansas,6509,3,6505,1490,828,1034,452,647,230,1825,2763
Minnesota,7466,7,7459,1723,659,1707,486,590,252,2042,5164
Missouri,5918,11,5907,1426,529,1027,633,472,202,1619,5843
Nebraska,6606,21,6585,1534,819,1130,559,619,189,1736,1773
North Dakota,6956,4,6952,1461,1019,1122,156,883,163,2147,649
South Dakota,5969,11,5958,1291,554,956,265,854,169,1869,783
,,,,,,,,,,,
Southeast,6391,7,6384,1456,600,1053,681,437,235,1921,75066
Alabama,6320,7,6313,1415,809,972,1015,415,199,1488,4629
Arkansas,5671,5,5666,1464,675,1182,388,401,167,1390,2822
Florida,6770,6,6764,1432,410,989,553,496,326,2557,18167
Georgia,6067,4,6063,1683,495,928,633,413,214,1697,9156
Kentucky,6103,4,6099,1336,652,1346,431,445,157,1731,4219
Louisiana,7090,7,7083,1386,570,1060,892,490,271,2413,4303
Mississippi,6626,4,6622,1376,734,1291,924,593,193,1510,2905
North Carolina,6161,10,6151,1290,882,988,831,375,214,1571,8917
South Carolina,6676,6,6669,1592,644,1094,1083,389,196,1671,4358
Tennessee,5670,15,5654,1219,468,1247,674,359,199,1488,6089
Virginia,6573,6,6567,1714,694,947,560,383,226,2041,7674
West Virginia,6261,5,6256,1424,689,1284,329,603,130,1797,1828
,,,,,,,,,,,
Southwest,6018,6,6011,1556,679,950,467,463,222,1675,34945
Arizona,5922,3,5919,1283,593,1005,397,409,281,1951,6029
New Mexico,7501,4,7497,1558,954,1381,624,608,259,2113,1962
Oklahoma,5822,18,5803,1396,732,1132,392,417,187,1547,3594
Texas,5948,6,5943,1651,669,872,484,472,209,1587,23360
,,,,,,,,,,,
Rocky Mountain,6521,5,6516,1477,747,848,573,509,235,2127,10190
Colorado,6529,7,6522,1571,673,743,523,438,255,2318,4720
Idaho,5741,5,5736,1264,606,998,591,504,188,1584,1469
Montana,6535,2,6533,1418,702,903,475,731,200,2104,953
Utah,6177,3,6174,1303,944,879,454,437,222,1935,2526
Wyoming,10280,5,10275,2175,942,1120,1720,1106,317,2896,523
,,,,,,,,,,,
Far West [2],7864,77,7787,1700,683,1171,717,447,324,2745,48585
California,8203,102,8101,1780,676,1239,728,430,350,2899,36021
Nevada,6362,3,6359,1510,465,673,439,581,352,2340,2523
Oregon,6922,5,6917,1402,803,1056,612,490,256,2299,3671
Washington,7086,7,7079,1498,745,1053,821,462,209,2292,6371
,,,,,,,,,,,
Alaska,13867,7,13860,2661,857,2138,444,1931,319,5510,675
Hawaii,7521,3,7517,1479,714,1103,706,340,213,2962,1310

***2005

United States ,6809,16,6793,1603,616,1221,576,428,251,2099,295517
,,,,,,,,,,,
New England,7359,17,7342,1760,528,1520,365,390,233,2546,14217
Connecticut,7378,--    ,7378,1934,555,1239,499,361,239,2551,3507
Maine,7211,9,7202,1558,507,1769,474,535,164,2194,1319
Massachusetts,7612,31,7581,1719,487,1578,349,359,246,2844,6403
New Hampshire,6047,--    ,6047,1643,519,1250,139,412,195,1889,1298
Rhode Island,7413,26,7388,1722,483,1947,248,352,273,2361,1068
Vermont,7602,1,7601,1938,943,1807,215,585,216,1896,621
,,,,,,,,,,,
Mideast,8259,17,8242,2031,540,1759,567,460,312,2572,47239
Delaware,8100,1,8098,1722,967,1328,437,722,281,2641,845
District of Columbia,12555,--    ,12555,2453,180,3106,1129,140,769,4779,567
Maryland,6572,--    ,6572,1602,689,1066,338,404,267,2207,5592
New Jersey,7762,--    ,7762,2423,553,1295,360,363,327,2440,8652
New York,9656,33,9623,2216,493,2229,789,462,385,3049,19133
Pennsylvania,7029,13,7016,1668,526,1640,455,545,192,1990,12450
,,,,,,,,,,,
Great Lakes,6585,0,6585,1656,667,1124,537,406,237,1958,45949
Illinois,6501,0,6501,1574,588,1043,423,418,283,2172,12610
Indiana,6093,--    ,6093,1535,675,974,574,366,168,1800,6279
Michigan,6629,--    ,6629,1845,785,1001,628,363,226,1781,10051
Ohio,6802,0,6802,1667,588,1335,613,385,230,1984,11463
Wisconsin,6802,--    ,6802,1616,789,1263,429,545,244,1916,5546
,,,,,,,,,,,
Plains,6363,4,6358,1462,663,1260,507,553,202,1712,19803
Iowa,6500,19,6481,1477,855,1092,750,605,180,1523,2964
Kansas,6137,0,6137,1386,782,1007,431,619,216,1695,2745
Minnesota,7305,--    ,7305,1637,609,1780,447,554,232,2046,5120
Missouri,5633,1,5633,1355,500,1096,555,420,200,1506,5790
Nebraska,6274,12,6262,1478,783,1148,472,583,170,1629,1761
North Dakota,6729,--    ,6729,1417,981,1106,152,808,155,2111,646
South Dakota,5759,--    ,5759,1314,547,961,273,820,167,1678,775
,,,,,,,,,,,
Southeast,6067,0,6067,1355,573,1078,647,410,220,1785,74148
Alabama,6031,--    ,6031,1270,764,964,1034,381,180,1438,4570
Arkansas,5370,0,5369,1382,613,1147,360,400,160,1306,2781
Florida,6351,--    ,6351,1307,402,988,522,446,316,2371,17842
Georgia,5885,--    ,5885,1589,497,989,558,418,193,1641,8926
Kentucky,5687,0,5687,1267,613,1296,394,390,144,1582,4183
Louisiana,6235,--    ,6235,1283,519,981,841,390,232,1989,4577
Mississippi,6141,--    ,6141,1220,696,1401,854,450,177,1342,2906
North Carolina,5964,--    ,5964,1233,850,1036,804,408,196,1436,8705
South Carolina,6558,--    ,6558,1496,609,1212,1035,386,175,1645,4270
Tennessee,5668,--    ,5668,1168,457,1442,646,319,196,1441,5991
Virginia,6142,0,6142,1591,644,888,539,390,213,1876,7577
West Virginia,6022,--    ,6022,1342,603,1286,328,572,123,1768,1820
,,,,,,,,,,,
Southwest,5787,1,5785,1491,663,940,455,418,212,1607,34098
Arizona,5648,--    ,5648,1189,591,1012,385,355,262,1854,5839
New Mexico,7218,--    ,7218,1536,882,1546,539,503,246,1966,1932
Oklahoma,5399,12,5387,1327,706,1061,365,373,177,1378,3549
Texas,5761,--    ,5761,1590,657,851,480,434,201,1549,22778
,,,,,,,,,,,
Rocky Mountain,6251,0,6251,1412,707,808,554,501,232,2036,9972
Colorado,6253,1,6252,1493,630,698,515,476,258,2182,4632
